timestamp,window_id,phase,nodes,rss_bytes,heap_bytes,stack_bytes,cpu_goroutines,total_unique_ips,detector
1776116433,0,normal,1,21364736,1244136,425984,4,300,ensemble
1776116434,0,normal,1,21364736,1251776,425984,4,0,ensemble
1776116434,0,normal,1,21364736,1256736,425984,4,0,ensemble
1776116434,1,normal,1,21364736,1276552,425984,4,300,ensemble
1776116435,1,normal,1,21364736,1284080,425984,4,0,ensemble
1776116435,1,normal,1,21364736,1289040,425984,4,0,ensemble
1776116435,2,normal,1,21364736,1308856,425984,4,300,ensemble
1776116436,2,normal,1,21495808,1316496,425984,4,0,ensemble
1776116436,2,normal,1,21626880,1321344,425984,4,0,ensemble
1776116436,3,normal,1,21626880,1341160,425984,4,300,ensemble
1776116437,3,normal,1,21626880,1348800,425984,4,0,ensemble
1776116437,3,normal,1,21626880,1353648,425984,4,0,ensemble
1776116437,4,attack,1,22020096,1826528,425984,4,15290,ensemble
1776116438,4,attack,1,22020096,1848304,425984,4,0,ensemble
1776116438,4,attack,1,22020096,1853376,425984,4,0,ensemble
1776116438,5,attack,1,22544384,2326984,425984,4,15347,ensemble
1776116439,5,attack,1,22544384,2331912,425984,4,0,ensemble
1776116439,5,attack,1,22544384,2336760,425984,4,0,ensemble
1776116439,6,attack,1,22806528,2586952,425984,4,15308,ensemble
1776116440,6,attack,1,22806528,2591880,425984,4,0,ensemble
1776116440,6,attack,1,22806528,2596728,425984,4,0,ensemble
1776116440,7,attack,1,23068672,2846904,425984,4,15357,ensemble
1776116441,7,attack,1,23068672,2851832,425984,4,0,ensemble
1776116441,7,attack,1,23068672,2856680,425984,4,0,ensemble
1776116441,8,normal,1,23068672,2866888,425984,4,302,ensemble
1776116442,8,normal,1,23068672,2871816,425984,4,0,ensemble
1776116442,8,normal,1,23068672,2876664,425984,4,0,ensemble
1776116442,9,normal,1,23068672,2886872,425984,4,300,ensemble
1776116443,9,normal,1,23068672,2898784,425984,4,0,ensemble
1776116443,9,normal,1,23068672,2903632,425984,4,0,ensemble
