timestamp,window_id,phase,nodes,rss_bytes,heap_bytes,stack_bytes,cpu_goroutines,total_unique_ips,detector
1776116485,0,normal,50,22806528,2350640,622592,102,15000,ensemble
1776116486,0,normal,50,23068672,2494432,622592,102,0,ensemble
1776116486,0,normal,50,23068672,2499408,622592,102,0,ensemble
1776116486,1,normal,50,23724032,3225416,622592,102,15000,ensemble
1776116487,1,normal,50,23855104,3369096,622592,102,0,ensemble
1776116487,1,normal,50,23855104,3373960,622592,102,0,ensemble
1776116487,2,normal,50,24641536,4099768,622592,102,15000,ensemble
1776116488,2,normal,50,24772608,4243448,622592,102,0,ensemble
1776116488,2,normal,50,24772608,4248648,622592,102,0,ensemble
1776116488,3,normal,50,25559040,4974896,622592,102,15000,ensemble
1776116489,3,normal,50,25690112,5118576,622592,102,0,ensemble
1776116489,3,normal,50,25690112,5123440,622592,102,0,ensemble
1776116490,4,attack,50,31326208,4022192,753664,102,764701,ensemble
1776116490,4,attack,50,31457280,4052000,786432,102,0,ensemble
1776116490,4,attack,50,31457280,4057200,786432,102,0,ensemble
1776116491,5,attack,50,32636928,5351224,786432,102,764345,ensemble
1776116491,5,attack,50,32636928,5361736,786432,102,0,ensemble
1776116491,5,attack,50,32636928,5366936,786432,102,0,ensemble
1776116492,6,attack,50,32899072,9644072,786432,102,0,ensemble
1776116493,6,attack,50,32899072,9651592,786432,102,0,ensemble
1776116493,6,attack,50,32899072,9656456,786432,102,0,ensemble
1776116493,7,attack,50,33292288,5819464,819200,102,0,ensemble
1776116494,7,attack,50,33292288,5826984,819200,102,0,ensemble
1776116494,7,attack,50,33292288,5831848,819200,102,0,ensemble
1776116494,8,normal,50,33292288,6083296,819200,102,0,ensemble
1776116495,8,normal,50,33292288,6088160,819200,102,0,ensemble
1776116495,8,normal,50,33292288,6093024,819200,102,0,ensemble
1776116495,9,normal,50,33292288,6348840,851968,102,0,ensemble
1776116496,9,normal,50,33292288,6353704,851968,102,0,ensemble
1776116496,9,normal,50,33292288,6358568,851968,102,0,ensemble
