timestamp,window_id,phase,nodes,rss_bytes,heap_bytes,stack_bytes,cpu_goroutines,total_unique_ips,detector
1776116443,0,normal,2,21364736,1267456,393216,6,600,ensemble
1776116444,0,normal,2,21495808,1277760,393216,6,0,ensemble
1776116444,0,normal,2,21495808,1282832,393216,6,0,ensemble
1776116444,1,normal,2,21626880,1317056,393216,6,600,ensemble
1776116445,1,normal,2,21626880,1327472,393216,6,0,ensemble
1776116445,1,normal,2,21626880,1332320,393216,6,0,ensemble
1776116445,2,normal,2,21626880,1367080,393216,6,600,ensemble
1776116446,2,normal,2,21626880,1377496,393216,6,0,ensemble
1776116446,2,normal,2,21626880,1382344,393216,6,0,ensemble
1776116446,3,normal,2,21626880,1416568,393216,6,600,ensemble
1776116447,3,normal,2,21626880,1426984,393216,6,0,ensemble
1776116447,3,normal,2,21626880,1431832,393216,6,0,ensemble
1776116447,4,attack,2,22675456,2372168,393216,6,30528,ensemble
1776116448,4,attack,2,22675456,2394216,393216,6,0,ensemble
1776116448,4,attack,2,22675456,2399064,393216,6,0,ensemble
1776116448,5,attack,2,23592960,3339416,393216,6,30636,ensemble
1776116449,5,attack,2,23592960,3344408,393216,6,0,ensemble
1776116449,5,attack,2,23592960,3349256,393216,6,0,ensemble
1776116449,6,attack,2,24117248,3844248,393216,6,30566,ensemble
1776116450,6,attack,2,24117248,3849240,393216,6,0,ensemble
1776116450,6,attack,2,24117248,3854088,393216,6,0,ensemble
1776116450,7,attack,2,24641536,4349064,393216,6,30691,ensemble
1776116451,7,attack,2,24641536,4354056,393216,6,0,ensemble
1776116451,7,attack,2,24641536,4358904,393216,6,0,ensemble
1776116451,8,normal,2,24641536,4373912,393216,6,604,ensemble
1776116452,8,normal,2,24641536,4378904,393216,6,0,ensemble
1776116452,8,normal,2,24641536,4383752,393216,6,0,ensemble
1776116452,9,normal,2,24641536,4398760,393216,6,603,ensemble
1776116453,9,normal,2,24641536,4410736,393216,6,0,ensemble
1776116453,9,normal,2,24641536,4415584,393216,6,0,ensemble
